  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  21  21  21  21  02  02  02  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  21  21  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  21  02  02  02  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  21  02  02  02  21  21  21  21  21  21  02  02  02  21  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  21  21  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  02  02  02  21  21  21  21  21  21  21  21  21  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  02  02  02  21  21  21  21  21  21  02  02  02  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  21  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  02  02  02  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  21  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  02  02  02  21  21  21  21  21  21  21  21  21  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  21  21  21  21  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  02  02  02  21  21  21  21  21  21  21  21  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  21  21  21  21  02  02  02  21  21  21  21  21  02  02  21  21  21  21  21  21  02  02  02  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  21  21  21  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  21  21  21  21  02  02  02  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  21  21  21  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  02  02  02  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  21  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  02  02  02  21  21  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  21  21  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  21  02  02  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  21  02  02  02  21  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  02  02  02  02  21  21  21  21  02  02  02  21  21  21  21  21  21  21  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  21  02  02  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  02  02  21  21  21  21  21  21  21  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  21  02  02  21  21  21  21  02  02  02  21  21  21  21  21  02  02  21  21  21  21  21  21  02  02  02  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  02  02  21  21  21  21  21  21  21  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  21  21  21  21  02  02  21  21  21  21  02  02  02  21  21  21  21  02  02  02  02  21  21  21  21  02  02  02  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  02  02  21  21  21  21  21  21  21  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  21  21  21  21  02  02  21  21  21  21  21  02  02  21  21  21  21  21  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  21  02  02  02  21  21  21  21  21  21  21  21  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  21  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  02  02  02  02  21  21  21  21  02  02  02  21  21  21  21  21  02  02  21  21  21  21  21  21  21  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  02  02  02  21  21  21  21  02  02  21  21  21  21  21  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  02  02  02  21  21  21  21  21  21  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  02  02  21  21  21  21  21  21  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  21  02  02  21  21  21  21  02  02  21  21  21  21  21  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  02  02  02  21  21  21  21  02  02  02  21  21  21  21  21  21  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  21  21  21  21  02  02  21  21  21  21  02  02  02  21  21  21  21  02  02  21  21  21  21  21  02  02  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  02  02  02  21  21  21  21  02  02  02  21  21  21  21  21  21  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  02  02  21  21  21  21  02  02  02  21  21  21  21  02  02  21  21  21  21  21  02  02  02  21  21  21  21  02  02  02  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  02  02  02  21  21  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  02  02  02  21  21  21  21  02  02  21  21  21  21  21  21  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  21  02  02  21  21  21  21  02  02  21  21  21  21  02  02  02  21  21  21  21  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  02  02  02  21  21  21  21  02  02  21  21  21  21  21  21  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  21  02  21  21  21  21  02  02  21  21  21  21  02  02  21  21  21  21  02  02  02  21  21  21  21  02  02  02  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  02  02  21  21  21  21  21  02  02  02  21  21  21  21  02  02  21  21  21  21  21  02  02  21  21  21  21  21  21  02  21  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  02  02  02  21  21  21  02  02  02  21  21  21  21  02  02  21  21  21  21  02  02  02  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  02  02  02  21  21  21  21  02  02  21  21  21  21  02  02  02  21  21  21  21  21  02  02  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  21  02  21  21  21  21  02  02  21  21  21  21  02  02  21  21  21  21  02  02  21  21  21  21  02  02  02  21  21  21  21  02  02  02  21  21  21  21  02  02  02  02  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  02  02  02  21  21  21  02  02  02  21  21  21  21  02  02  21  21  21  21  21  21  02  21  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  02  02  21  21  21  02  02  21  21  21  21  02  02  21  21  21  21  02  02  21  21  21  21  21  02  02  21  21  21  21  02  02  02  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  02  02  21  21  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  02  02  21  21  21  21  21  02  02  21  21  21  21  02  02  02  21  21  21  02  02  02  21  21  21  21  21  02  02  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  21  02  21  21  21  21  02  02  21  21  21  02  02  02  21  21  21  21  02  02  21  21  21  21  02  02  21  21  21  21  02  02  02  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  02  21  21  21  21  21  21  02  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  02  21  21  21  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  02  02  21  21  21  21  21  02  02  21  21  21  21  02  02  21  21  21  21  02  02  21  21  21  21  21  21  02  21  21  21  21  21  21  21  21  21  21  21
  21  21  21  21  21  21  21  21  21  02  02  21  21  21  02  02  21  21  21  21  02  02  21  21  21  21  02  02  21  21  21  21  02  02  21  21  21  21  02  02  02  21  21  21  21  02  02  02  21  21  21  21  21  02  02  02  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  21  02  02  02  02  02  21  21  21  21  21  21  02  02  02  02  21  21  21  21  21  02  02  21  21  21  21  21  02  02  21  21  21  21  21  02  02  21  21  21  21  02  02  21  21  21  21  02  02  21  21  21  21  21  02  02  21  21  21  21  21  21  21  21  21  21
